iter	Logloss
142	0.1921682883
143	0.1909517122
144	0.1905765003
145	0.1899165629
146	0.1893111248
147	0.1885803391
148	0.1885742471
149	0.1883225484
150	0.1877685442
151	0.1870972542
152	0.186738096
153	0.1861336507
154	0.1855270877
155	0.1850186789
156	0.1841646999
157	0.1837821033
158	0.1823553562
159	0.1819571249
160	0.1816100353
161	0.1815957172
162	0.1814241092
163	0.1810926699
164	0.1806667555
165	0.1803995166
166	0.1798547836
167	0.1797083635
168	0.179488407
169	0.1792302015
170	0.1789609792
171	0.1785074892
172	0.1783975192
173	0.1783746984
174	0.1769621567
175	0.1769437179
176	0.1769088001
177	0.1766995687
178	0.176224254
179	0.1757007935
180	0.1752256235
181	0.175040366
182	0.1744411137
183	0.1744067184
184	0.1740182258
185	0.1737786268
186	0.1734964354
187	0.17338824
188	0.1732748662
189	0.1730860665
190	0.172917502
191	0.172905601
192	0.1723197124
193	0.1719310969
194	0.1719198228
195	0.1715806757
196	0.1712209116
197	0.17120011
198	0.1708159359
199	0.1705390096
200	0.1702384296
201	0.1700242624
202	0.1698233248
203	0.1694494582
204	0.169331985
205	0.1693284285
206	0.169140375
207	0.1689752966
208	0.1687818465
209	0.1681766927
210	0.1678882751
211	0.1676160927
212	0.1673614673
213	0.1672138254
214	0.166650895
215	0.1666502165
216	0.1663801954
217	0.1663413692
218	0.1660017593
219	0.1657486025
220	0.1654451862
221	0.1647428502
222	0.1643097007
223	0.1641108866
224	0.1640892978
225	0.1640884073
226	0.1639901332
227	0.1639420535
228	0.1635005559
229	0.1631349415
230	0.1629606385
231	0.1629592686
232	0.1628190254
233	0.1616893313
234	0.1616866794
235	0.1611062442
236	0.1608730456
237	0.1605806332
238	0.1604307275
239	0.1602061213
240	0.1599399757
241	0.1597349851
242	0.1595192644
243	0.159358038
244	0.1591609549
245	0.1589170912
246	0.1588628714
247	0.1584924926
248	0.1581976858
249	0.1580626691
250	0.1577161611
251	0.1575668566
252	0.1572037428
253	0.1570326695
254	0.1568178675
255	0.1566053475
256	0.1563522782
257	0.1560953165
258	0.1557972744
259	0.155356327
260	0.1551424176
261	0.1548192518
262	0.1545870539
263	0.154315346
264	0.1541167135
265	0.1537930754
266	0.1533763182
267	0.1529084546
268	0.1527768462
269	0.1525016199
270	0.1515624998
271	0.1513452156
272	0.1510086153
273	0.1506154091
274	0.1503771135
275	0.1503722968
276	0.1501869112
277	0.14996492
278	0.1497569149
279	0.1493652248
280	0.1489818704
281	0.1486389911
282	0.1486386725
283	0.1484728613
284	0.1483314954
285	0.1481884763
286	0.14786566
287	0.1474948839
288	0.1471253805
289	0.1470984012
290	0.1467078319
291	0.1461867855
292	0.1457499836
293	0.1455480839
294	0.1452800054
295	0.1452618603
296	0.14490541
297	0.1447255084
298	0.1443755133
299	0.144150565
300	0.1437713824
301	0.1435568626
302	0.1433411699
303	0.1430244398
304	0.1427498856
305	0.1422536969
306	0.142169369
307	0.1419320455
308	0.1418419076
309	0.1417499398
310	0.1413272778
311	0.1410197623
312	0.1410051053
313	0.1407436022
314	0.1405402348
315	0.1405212626
316	0.140519533
317	0.1404895989
318	0.140295581
319	0.1402105614
320	0.1396537322
321	0.1394611826
322	0.1393026232
323	0.1391270826
324	0.1390921643
325	0.138761242
326	0.1385281084
327	0.1385248312
328	0.1384226365
329	0.138247538
330	0.138069369
331	0.1380654368
332	0.1377263637
333	0.1374874491
334	0.1372817756
335	0.137138294
336	0.1369373948
337	0.1366927416
338	0.1364834587
339	0.136181581
340	0.1360680075
341	0.13598205
342	0.1359055871
343	0.1358733789
344	0.1356888985
345	0.1355984637
346	0.1354166103
347	0.1354056241
348	0.1353256406
349	0.1351624459
350	0.1351076941
351	0.1350682615
352	0.1347636835
353	0.1345662672
354	0.1343116857
355	0.134208777
356	0.1339821772
357	0.1336860973
358	0.1332728214
359	0.1331098145
360	0.1330851774
361	0.1330805207
362	0.1330735223
363	0.1330720162
364	0.133057865
365	0.1328387862
366	0.1325620366
367	0.1325614524
368	0.1324608152
369	0.1322881301
370	0.1322311846
371	0.1320869795
372	0.1318048526
373	0.1311521166
374	0.1308833988
375	0.1305617295
376	0.1305599134
377	0.1303017825
378	0.1301488034
379	0.1301464586
380	0.1301401138
381	0.1297790609
382	0.1297784665
383	0.129628739
384	0.1291058131
385	0.1289263796
386	0.1289259992
387	0.1287803186
388	0.1287790572
389	0.1285599449
390	0.1282803836
391	0.128110367
392	0.127745363
393	0.1275966834
394	0.127546267
395	0.1271687093
396	0.1267829337
397	0.1266341416
398	0.1265909093
399	0.1264959286
400	0.1263563729
401	0.1261956865
402	0.1259855112
403	0.1257510246
404	0.1254007901
405	0.1252803632
406	0.1250282402
407	0.1247234223
408	0.1245657489
409	0.1243351585
410	0.1241394142
411	0.1240099613
412	0.1240062111
413	0.1239522717
414	0.1237768061
415	0.1237598099
416	0.1236955466
417	0.1234990923
418	0.1234621032
419	0.1232182378
420	0.1231303882
421	0.1229187058
422	0.1226288727
423	0.1224892814
424	0.1224886332
425	0.1222181424
426	0.1221613355
427	0.1221561158
428	0.1221525141
429	0.1219350189
430	0.121716069
431	0.1215508559
432	0.1212444317
433	0.1211460107
434	0.1208124594
435	0.1204543939
436	0.1202943254
437	0.1202476578
438	0.1201545737
439	0.1200607454
440	0.1200389538
441	0.1199626523
442	0.119751135
443	0.1197253615
444	0.1196205616
445	0.1194255362
446	0.1194129974
447	0.1193277892
448	0.1192297031
449	0.1190638577
450	0.119063545
451	0.1190608612
452	0.1190485511
453	0.1190322328
454	0.1190000735
455	0.1188025152
456	0.1187267776
457	0.1186194228
458	0.1186192271
459	0.1185919527
460	0.118442092
461	0.1183262335
462	0.1183243952
463	0.118182873
464	0.1179815444
465	0.1178945509
466	0.117639142
467	0.1176066854
468	0.1174965499
469	0.1172965282
470	0.1171755262
471	0.1171752533
472	0.1169950784
473	0.116916144
474	0.1165474261
475	0.1163920654
476	0.116379767
477	0.1163758139
478	0.1163052762
479	0.1161260254
480	0.1160713375
481	0.1158847363
482	0.1158255262
483	0.1155877104
484	0.1154824258
485	0.1151369617
486	0.1150602603
487	0.1148804775
488	0.1147243319
489	0.1140847075
490	0.1139945888
491	0.1138320296
492	0.1137662928
493	0.1137603081
494	0.1136357769
495	0.113557429
496	0.1134321793
497	0.1133371283
498	0.1131897129
499	0.1131847492
500	0.1129381067
501	0.1128512102
502	0.1127450195
503	0.1127373686
504	0.1127369875
505	0.112733411
506	0.1127325917
507	0.1125366783
508	0.1122568559
509	0.1122558266
510	0.1122543738
511	0.1120955476
512	0.1117939793
513	0.1116423991
514	0.1113998209
515	0.1113547849
516	0.1110237393
517	0.1109160484
518	0.1105951568
519	0.1104741539
520	0.1104734952
521	0.1103370604
522	0.1102639024
523	0.1101346765
524	0.1100050514
525	0.1100041462
526	0.1099800871
527	0.1099602072
528	0.1098292532
529	0.1098225708
530	0.1098218097
531	0.1096645629
532	0.1095301819
533	0.1093680098
534	0.1092917832
535	0.1091153593
536	0.1088345411
537	0.1085560287
538	0.1085492384
539	0.1085292792
540	0.1085222189
541	0.1084132007
542	0.1080718572
543	0.1080131711
544	0.107899394
545	0.1077388061
546	0.107735678
547	0.1076288175
548	0.1074972391
549	0.1073169469
550	0.1072896575
551	0.1071747446
552	0.1071127812
553	0.1069716592
554	0.1068618281
555	0.1066624239
556	0.106659407
557	0.1065152065
558	0.1064970684
559	0.1064966637
560	0.1064048329
561	0.1061136907
562	0.1059343378
563	0.105828707
564	0.1057051323
565	0.1056599356
566	0.105541259
567	0.1053497354
568	0.1052746283
569	0.1050618967
570	0.1050026864
571	0.1047117617
572	0.1045343193
573	0.1043957178
574	0.1041595442
575	0.1041566566
576	0.1039804964
577	0.1037610301
578	0.1035226748
579	0.1033466604
580	0.1031900932
581	0.1031349676
582	0.1030686209
583	0.1030684146
584	0.1030681976
585	0.1030365417
586	0.1029236439
587	0.1029177767
588	0.1027922646
589	0.10267105
590	0.1024974925
591	0.1024038302
592	0.1022443155
593	0.1021301539
594	0.1019358172
595	0.1018187685
596	0.1017465821
597	0.1017053505
598	0.1016995937
599	0.1015854089
600	0.1015090676
601	0.1015057582
602	0.1014086972
603	0.1014082022
604	0.1012691067
605	0.1010165002
606	0.1009266654
607	0.1007386449
608	0.1007368821
609	0.1006091401
610	0.100608955
611	0.1004699575
612	0.1003493308
613	0.100343598
614	0.1003404776
615	0.1001999942
616	0.100060777
617	0.1000602862
618	0.09999721194
619	0.09989054128
620	0.09988783345
621	0.09988328562
622	0.09986092525
623	0.09985990185
624	0.09985685141
625	0.09978190053
626	0.09966238477
627	0.09959428165
628	0.09954668139
629	0.09950291816
630	0.09941538207
631	0.09941435075
632	0.09923561505
633	0.09901291244
634	0.09900684566
635	0.09878654478
636	0.09860666463
637	0.09843561033
638	0.09829962448
639	0.09806793532
640	0.09787167608
641	0.09769756324
642	0.09758001982
643	0.09741422918
644	0.09729925574
645	0.09715650445
646	0.09713067259
647	0.09705068228
648	0.09704768704
649	0.0970228309
650	0.09702261073
651	0.09690063602
652	0.09690021875
653	0.09657287137
654	0.09645754049
655	0.09645743068
656	0.09636941871
657	0.09620112116
658	0.09619201316
659	0.09605519952
660	0.09597366669
661	0.0958070001
662	0.09566224309
663	0.09549668356
664	0.09530287818
665	0.09522937984
666	0.09510244307
667	0.09500625774
668	0.09491214692
669	0.0948210646
670	0.0947338045
671	0.0947335725
672	0.09470860137
673	0.09462903744
674	0.09462734357
675	0.09449217076
676	0.09439539352
677	0.09435748057
678	0.09424684501
679	0.09422938339
680	0.09422916758
681	0.09421683924
682	0.09421665136
683	0.09412902098
684	0.09402096239
685	0.09387655474
686	0.09387613149
687	0.09387592692
688	0.09347388177
689	0.09333945361
690	0.09313398363
691	0.09293161992
692	0.09293058312
693	0.09292662524
694	0.09292605731
695	0.0928396024
696	0.09283506678
697	0.0928309184
698	0.09281041508
699	0.09270852482
700	0.09267747707
701	0.09267465622
702	0.09243337608
703	0.09236126625
704	0.09215028244
705	0.09207282622
706	0.09181519781
707	0.09169401763
708	0.09159186971
709	0.09144838716
710	0.09141227312
711	0.09127936028
712	0.09113945861
713	0.09097380089
714	0.09086315998
715	0.0907572019
716	0.0906890545
717	0.09065702273
718	0.0905903679
719	0.09051940742
720	0.09045652492
721	0.09042835509
722	0.0904280723
723	0.0904256283
724	0.09037100081
725	0.09031112656
726	0.09018079092
727	0.09017657465
728	0.09017488627
729	0.09017454757
730	0.09008068839
731	0.08986422071
732	0.08986368806
733	0.08973926845
734	0.08963127845
735	0.08942982998
736	0.08941176237
737	0.08923605292
738	0.08905529622
739	0.08905475534
740	0.08903415697
741	0.08894263323
742	0.08894223563
743	0.08892393689
744	0.08877591935
745	0.08862105343
746	0.08851529815
747	0.088430312
748	0.08834676302
749	0.08818047654
750	0.08803898171
751	0.08797404695
752	0.0879707429
753	0.08784110994
754	0.08772826109
755	0.08756511555
756	0.0874867602
757	0.08748667317
758	0.08748440392
759	0.08742835857
760	0.08730732698
761	0.08701760482
762	0.08699649944
763	0.08699406255
764	0.08699358229
765	0.0869512466
766	0.08686864978
767	0.08677719113
768	0.08669290451
769	0.08666027742
770	0.08666009296
771	0.086657212
772	0.08665706734
773	0.08665661418
774	0.08664681255
775	0.08664660853
776	0.0866256308
777	0.08656009111
778	0.08649654729
779	0.0863987352
780	0.08638831635
781	0.08623279363
782	0.08613780147
783	0.08612973335
784	0.08608927925
785	0.08601426183
786	0.08570581689
787	0.08556028394
788	0.08545810178
789	0.08541071654
790	0.0851634084
791	0.08509541759
792	0.0850505212
793	0.08485791589
794	0.08467113362
795	0.08460655358
796	0.08454969746
797	0.08451564688
798	0.08439985686
799	0.08430678011
800	0.08411528951
801	0.08410793728
802	0.08405869784
803	0.08398402777
804	0.08390479472
805	0.08365856666
806	0.08358415353
807	0.08339746855
808	0.08339724759
809	0.08339434644
810	0.08331008172
811	0.0833087368
812	0.08330676055
813	0.08330582847
814	0.0832495146
815	0.08311925757
816	0.08302343014
817	0.08287196209
818	0.08287084405
819	0.08287076988
820	0.08277489265
821	0.08264189325
822	0.08263473001
823	0.08253720317
824	0.08236021504
825	0.08233541604
826	0.08220806216
827	0.08216126133
828	0.08205435083
829	0.08199714792
830	0.08183765131
831	0.0817123633
832	0.08158507076
833	0.08148020963
834	0.08130398154
835	0.08121881304
836	0.08121366526
837	0.08117203924
838	0.08117025968
839	0.08103539014
840	0.08097810528
841	0.08079517008
842	0.08073386211
843	0.08073329084
844	0.08069053226
845	0.08061589301
846	0.08050967627
847	0.08034557988
848	0.08034543198
849	0.08034118754
850	0.0801331848
851	0.08011944214
852	0.08002143021
853	0.07986639612
854	0.07986495817
855	0.07977830534
856	0.07967017195
857	0.07953055377
858	0.07944004777
859	0.07943992907
860	0.07943831666
861	0.07943631262
862	0.07943511973
863	0.07929825696
864	0.07923469736
865	0.07903113859
866	0.07895696547
867	0.07890987457
868	0.07871792806
869	0.07862485935
870	0.07851239674
871	0.07845824168
872	0.07841346739
873	0.078408108
874	0.07840792992
875	0.07813427353
876	0.07801368475
877	0.07798314681
878	0.07791231847
879	0.07782459379
880	0.0776848011
881	0.07761304386
882	0.07753822805
883	0.07743970639
884	0.07742068182
885	0.07741937635
886	0.07725757069
887	0.07698826057
888	0.07685496077
